text	task_1	task_2	text_id
@Hartes_Geld Die bei den Preussen sehr effektive Bestrafung des Spießrutenlaufens wäre das adequate Mittel Merkels 'Importtätern' westliche Lebensart zu vermitteln.	HOF	OFFN	hasoc_de_3148
@Hartes_Geld War wieder ein Kulturbereicherer auf Beteicherungstour. Hätten die „Nazis“ was drauf, wäre das Problem schon längst ohne die lächerliche deutsche Kuscheljustiz gelöst!!	HOF	HATE	hasoc_de_3149
@Hartes_Geld fastenzeit rum jetzt kann man wieder zuschlagen 😋	NOT	NONE	hasoc_de_3150
@Hartes_Geld Soviel Idioten ... Und zeigen das auch noch öffentlich.	NOT	NONE	hasoc_de_3151
@Korrektheiten Das kann man ja nicht mal mehr mit zu viel Schnapps erklären, wie weit ideologische Spinnereien doch gehen können.	NOT	NONE	hasoc_de_3152
@Korrektheiten Glauben Sie eigentlich wirklich diese Fakes? Das hat jemand mit Google-Übersetzer erstellt.	NOT	NONE	hasoc_de_3153
@Korrektheiten was haben Aktien, dieses psychologische Buchgeld, mit wirklicher Wirtschaft eines Landes zu tun.	NOT	NONE	hasoc_de_3154
@Korrektheiten Wette - Strafunfahig wegen Psyche. Der war nur geduldet - nun isser 'halt da'	NOT	NONE	hasoc_de_3155
@Korrektheiten Bin genauso sprachlos, es schweigen zu viele, es folgen zu viele, statt selbst zu denken	NOT	NONE	hasoc_de_3156
@Korrektheiten @bernd471 Zum Judentum kann er auch gleich bei Treten,solche braucht ihr😭	NOT	NONE	hasoc_de_3157
@Korrektheiten Titten bringen Menschen weiter. Selbst, wenn sie klein sind. Der beste Beweis. 😂	NOT	NONE	hasoc_de_3158
@Sekina84 @polizei_nrw_k No victim, no crime. Die Polizisten initiieren hier Aggression und bestehlen die Männer anschließend noch. Was erwartet man auch von ihnen?	NOT	NONE	hasoc_de_3159
Die Grünen werden genauso wie der Schulz-Zug auf die Fresse fallen, weil beides von den Medien künstlich aufgeblasene Hypes ohne Substanz sind. Selbst wenn die Grünen den Kanzler oder die Regierung stellen, die werden spätestens nach einer Legislaturperiode krachend scheitern.	NOT	NONE	hasoc_de_3160
#soisset    Mein Vater war schon immer SPD Wähler...  Er sagt :'Die Nahles, der Lauterbach, Stegner, Kahrs, die Chebli etc. haben uns Wähler verraten'  'Ich wähle jetzt nur noch die AfD 🇩🇪, für ein freies Deutschland 🇩🇪!'    Bin ich stolz auf meinen Alten 👍🇩🇪👍✌️😁	NOT	NONE	hasoc_de_3161
Die Grünen schießen von Umfrage zu Umfrage in neue Höhen. Vor dieser Zukunft müssen wir Angst haben‼️ Die Grünen werden von NGOs und den Mainstream-Medien immer weiter gepuscht. Wenn diese Entwicklung so weiter geht, droht uns eine grüne Kanzlerschaft 🙀 https://t.co/k90DdVSPxZ	NOT	NONE	hasoc_de_3162
@LeCardinal20 @Lebensformation Tja, nun sind die Armenleuchter „gerettet“ und das passt ihnen auch wieder nicht😂Papiere haben sie bestimmt auch nicht mehr, denn deren entledigen sie sich ja vor oder während dem Bootstrip. Hat das Russische Fernsehen mal berichtet👍	NOT	NONE	hasoc_de_3163
Ein #Bewohner der #Flüchtlingsunterkunft steht im #Verdacht GEZÜNDELT zu haben, wodurch die/seine #Gemeinschaftsunterkunft für #Flüchtlinge  abbrannte❗️    Für die #BKA-Statistik: Wieder ein #Brandanschlag von #Rechten bzw. #Rechtsradikalen auf eine #Asylunterkunft. #RechteGewalt https://t.co/gR3t1HKHjk	NOT	NONE	hasoc_de_3164
♨️Hohn &amp; Spott ♨️    Wenn nur ein Funken Wahrheit in dem Video steckt sollten mal dringend alle bescheide vom #JobCenter neu bewertet werden.    #CDU #SPD #dieGrünen #dieLinken #FDP #AFD https://t.co/OZ0ycu1e2I	NOT	NONE	hasoc_de_3165
https://t.co/QxBhjMY0aO	NOT	NONE	hasoc_de_3166
Mit den Stimmen der #afd beschließt der #Bundestag härtere Regeln für Abschiebungen. Die Migrationsbefürworter #fdp stimmen nicht dafür, ebenso natürlich nicht die Linksradikalen #Gruene und #Linke !! https://t.co/CU22cspTww	NOT	NONE	hasoc_de_3167
»Sie sind für die grassierende #Armut in diesem Land verantwortlich!«  Der #AfD-Abgeordnete @Martin_Sichert spricht im #Bundestag zum Thema '#HartzIV'.  #Hartz4 #Altersarmut   ℹ️ https://t.co/WJCgenMKEn  https://t.co/tPj3E42Nc8	NOT	NONE	hasoc_de_3168
#Seehofer @BMI_Bund : Kein Land kann unbegrenzt #Fluechtlinge aufnehmen. So kann keine vernünftige Integration gelingen. Menschen ohne Bleiberecht müssen unser Land verlassen. Konsequente Durchsetzung des Rechts stärkt das Vertrauen in den Rechtsstaat. #migration #Migrationspakt https://t.co/NFzZfyxKBZ	NOT	NONE	hasoc_de_3169
@Hartes_Geld   @HaraldBecker80   @ichbinkoelnerin   @willnurschreibn   @66Norweger66   @burger_ein   @RolandTichy   @Birdie51411736   @Lebensformation   @4Kolner   @GudrunBecker11   @puffyka81   @NoctiDenktNach   @Pegasia111 https://t.co/Z5dWZbyzaN	NOT	NONE	hasoc_de_3170
@Birdie51411736 @Brother__Ts @FrankSchwabe @ulfposh In einer Demokratie müssen Sie trotzdem damit leben, wenn Mehrheiten für etwas sind, was Sie für nicht erstrebenswert halten. Auch ist es albern, bei der Aussicht auf eine r2g-Bundesregierung gleich den Kommunismus auszurufen.	NOT	NONE	hasoc_de_3171
Die Grünen werden Deutschland als eine der führenden Industrienationen endgültig liquidieren ! Es tut weh sowas mitanzusehen!🧠🤯🛡♊🙄🤔😭😭😭😭😭 https://t.co/0N8HrWQZfs	NOT	NONE	hasoc_de_3172
Vorwurf: „faktisches Einreiseverbot für viele ältere Fachkräfte“. Tatsache: wir wollen keine Einwanderung in Sozialsysteme. Also sollen nur diejenigen einwandern, die eine eigenständige Altersversorgung aufbauen können. Halte ich unter dem Strich für richtig #einwanderungsgesetz	NOT	NONE	hasoc_de_3173
Gauland: AfD macht 'Klimahysterie' nicht mit - Flüchtlingspolitik nach wie vor entscheidendes Thema https://t.co/lXTyV89H4w via @China_Welt_News	NOT	NONE	hasoc_de_3174
@Georg_Pazderski Ein Sieg, der manipuliert wurde.	NOT	NONE	hasoc_de_3175
Ach ja , sie streiken ! Na so was aber auch ! ? 🤔    'Unfaire Behandlung': Flüchtlinge treten in Hungerstreik  https://t.co/fTwoYHDJ10 via @staatsversagen	NOT	NONE	hasoc_de_3176
@Hartes_Geld @hamaro777 Ferkeldiskriminierung!!      So eine Schweinerei!!    Wo ist der Ferkelbeauftragte????    #Regierung ?  #Merkel ?    Sauereien sind in Merkelstan verboten!	HOF	OFFN	hasoc_de_3177
@Hartes_Geld Ausweisen, Gelder sperren und lebenslanges Aufenthaltsverbot in Deutschland.  PS.Gilt Prophylaxetisch aber auch für linke und Grüne Wähler, zusammen können sie sich ihr Schlaraffenland bauen.  Wenn man so etwas sieht fordere ich Waffenfreiheit für Deutsche	HOF	HATE	hasoc_de_3178
Feine Sahne Fischfilet Konzert mit Unterstützung von Polizisten durchgesetzt. Zur Erinnerung, das ist die Band die singt: „Die Bullenhelme, die sollen fliegen. Eure Knüppel kriegt ihr in die Fresse rein!“ https://t.co/cxDDt5Sdgd	HOF	OFFN	hasoc_de_3179
Anwalt kostet Geld !  Gerichtsverfahren kostet Geld ! Diese Person kostet den Steuerzahler Unsummen !  Warum schiebt man so etwas nicht umgehend ab ? 🤔    Syrer belästigt und misshandelt fünf Frauen und Mädchen  https://t.co/bjG4kuLg9e via @staatsversagen	HOF	OFFN	hasoc_de_3180
Wenn die #KlimaReligion die #Aufklärung auslacht:    #Ehrendoktor für ein Kind mit Hauptschulabschluss, welches regelmäßig die Schule geschwänzt hat ... lustiger wird es heute wohl nicht mehr?    #DummMenschen https://t.co/AeCeXftfFl	HOF	OFFN	hasoc_de_3181
Warum wünschen unsere Politik-Clowns alles gute zum Ramadan aber nicht frohe Pfingsten?  #Pfingstfest	HOF	OFFN	hasoc_de_3182
@GtzFrmming @Proteus93484191 @Junge_Freiheit 29 Menschen wollen was? Die sollen sich verbuddeln mit ihren undemokratischen Methoden!	NOT	NONE	hasoc_de_3183
@npistcool @BerLindow @90Minjoker1 @polizeiberlin Nix #merkelmussweg, Merkel hätte nie passieren dürfen. Ich wünschte ich hätte eine Zeitmaschine und könnte das kaputte Kondom austauschen, aber auch die von anderen Vätern von Linken. Erst die DDR mit kaputt gemacht und jetzt ganz Deutschland und Europa. 😢    Teil-Satire by Wil	HOF	HATE	hasoc_de_3184
Ich mache mal eine Zusammenfassung, um Lügen auszuräumen.  Router in Standardeinstellung speichert NUR das Anmelden, Telefonanbieter dürfen überhaupt KEINE Daten mehr speichern. Die Fahrt mit dem Twingo war VOR Rebeccas verschwinden ausgemacht. 😢  #findbecci #rebecca #freeflorian	NOT	NONE	hasoc_de_3185
Fall Rebecca: Ich habe Informationen, damit die endlich diese unsinnige Suche abbrechen.  Geben sie das bitte auch weiter, damit endlich nach Rebecca gesucht wird. 😢  Danke...   Verteilen erwünscht. Danke.    #findbecci #rebecca #freeflorian #schwager #presse #medien @polizeiberlin https://t.co/BIpCC1IXiW	NOT	NONE	hasoc_de_3186
@BertSchnelling1 Bringt nix, die haben sich auf den Schwager eingeschossen.  Ich hoffe sie gehen nicht so weit, um dieser Blamage zu entgehen, und erfinden eine gefundene Rebecca, die nur an DNS erkannt wurde und der Schwager bekommt lebenslänglich. Sorry, aber. 😢	NOT	NONE	hasoc_de_3187
Instagram-Profil des Unbekannten sei zudem zwei Tage nach dem Verschwinden seiner Tochter gelöscht worden. Nach BILD-Informationen ging die Polizei der Spur nach, konnte aber keine Belege finden. 😢  https://t.co/vELuiBP6AN    #findbecci #rebecca #freeflorian #schwagerwars	NOT	NONE	hasoc_de_3188
War vorherzusehen.  Denn die Fahrt war VOR Rebeccas verschwinden geplant,deshalb wird sie da nie zu finden sein. Es sei denn, er hat sie auf einem Zwischenstopp da hingebracht wo sie suchen! 😢    #findbecci sucht endlich #rebecca #freeflorian #schwagerwars    https://t.co/kQ8F7ly99Q	NOT	NONE	hasoc_de_3189
Endlich etwas Sinnvolleres. 😢    #findbecci #rebecca #freeflorian    https://t.co/2JgZUm3Ng0	NOT	NONE	hasoc_de_3190
Glaubt doch einfach einmal das Unwahrscheinlichste, dem #Schwager die Unschuld, und lasst die Hunde an möglichen Ausstiegshaltestellen suchen und vielleicht vorher am Busdepot, um die Buslinie eingrenzen zu können. 😢  #findbecci #rebecca @polizeiberlin    https://t.co/7EUTPcL36p	NOT	NONE	hasoc_de_3191
Interessanter Artikel. Aber am Interessantesten ist, was fehlt.  Die auffallende lila #Decke war aus dem #Schrank, die eingepackte #Sofortbildkamera und die Person hat ihr #Instagram-Profil am 20. gelöscht &amp; ist nicht mehr erreichbar. 😢  #findbecci #rebecca  https://t.co/CAOPukrD6N	NOT	NONE	hasoc_de_3192
Nur ne Frage an die Berliner Polizei &amp; Andere von einem Idioten. 😢    #findbecci endlich #rebecca #baqqu #instagram #bekanntschaft #freund #schwager #schwagerwars @polizeiberlin https://t.co/ozsyuYdxIx	HOF	PRFN	hasoc_de_3193
Nur ne Frage an die Berliner Polizei &amp; Andere von einem Idioten. 😢    #findbecci endlich #rebecca #baqqu #schwager #schwagerwars @polizeiberlin https://t.co/4hJ76x4szl	HOF	PRFN	hasoc_de_3194
War vorherzusehen, wenn man der völlig falschen Spur nachgeht, bzw. nachgehen muss.     Sucht endlich auf Instagram, befragt die Freundinnen von Becci – geht übrigens auch online. @polizeiberlin Wer es im Kopf hat, muss😢    #findbecci endlich #rebecca #baqqu  https://t.co/OYddkEUZos	NOT	NONE	hasoc_de_3195
„Sie glauben doch nicht ernsthaft, dass erfahrene Mordermittler Hinweise, die dabei helfen würden, ein 15-jähriges Mädchen wiederzufinden, nicht beachten würden.“  Wenn es nicht so traurig wäre, als Hinweisgeber, würde ich lachen. 😢  #findbecci #rebecca  https://t.co/M4Ocqv22oh	NOT	NONE	hasoc_de_3196
Den Täter hätten sie, hättet ihr, am ersten Tag haben können.  Der sich mit Rebecca treffen wollte, löscht seinen #Instagram-Account – Mehr schreibe ich nicht. 😢    Holt den Täter ab. @polizeiberlin    https://t.co/M4Ocqv22oh    #findbecci #rebecca #täter #schwager #presse #hetze 😢	NOT	NONE	hasoc_de_3197
„Rebecca soll ihn über Instagram im Internet kennengelernt haben. Das Profil des Unbekannten sei aber seit dem 20. Februar gelöscht, das haben wir auch der Polizei mitgeteilt.“ Noch irgendwelche Fragen?! 😢    #findbecci #rebecca    https://t.co/M4Ocqv22oh    https://t.co/3EilVhfUcC https://t.co/AdP4Svwra8	NOT	NONE	hasoc_de_3198
Polizei verärgert,weil sie Details aus Instagram preisgibt,jedoch nicht ihnen.  Ist das nicht traurig. Das sagt mir,dass sie gar nicht erst ihren Account angeschaut haben &amp; ihre Konversationen gelesen haben,sondern nur Stur in eine Richtung ermittelt haben.     #findbecci #rebecca	NOT	NONE	hasoc_de_3199
@WSeverina Vergiss das große Bild und das Haus. Es geht nur darum, dass dies ungefähr der Ort des kleinen Bild sein müsste, und dann noch ganz in der Nähe.	NOT	NONE	hasoc_de_3200
Den letzten Chatkontakt und WhatsApp Lebenszeichen hatte Rebecca auch nicht um 0.06 Uhr mit ihrer besten Freundin, wie sie selbst glaubte. Sondern um 1.07 Uhr mit jemand anderem, welcher auch überhaupt nicht, in keinster Weiße irgendwie verdächtig wirkt. 😢    #findbecci #rebecca https://t.co/srQrqjIByq	NOT	NONE	hasoc_de_3201
@WSeverina War die Schwester mit zum Kindergarten und zur Schule unterwegs.	NOT	NONE	hasoc_de_3202
Während die ganze Zeit dem falschen Täter hinter gerannt wird, habe ich, glaube ich, den Ort vom See (Am Schlachtensee), von dem gelöschten Bild &amp; Profil, gefunden. Eine Stunde Bus &amp; Bahnfahrt, bzw. 16 Kilometer, von dem Haus der Schwester entfernt. 😢  #findbecci #rebecca https://t.co/zGlksfJhmM	NOT	NONE	hasoc_de_3203
Neue Woche neues Glück. Jetzt können wir uns endlich mal auf die Suche nach Rebecca machen, besonders 'liebe' #Polizei &amp; #Presse.    Bilderrahmen gekauft, Sofortbildkamera eingepackt, u.a für..., Decke weg, vor 7.10 Uhr aus dem Haus – bestes Licht ist morgens.   #findbecci #rebecca	NOT	NONE	hasoc_de_3204
Laut Experten hat sie das Haus nicht verlassen, lebend.  Laut Bild war sie aber noch lebendig im Kofferraum.  Laut mir, würden dann aber auch Urinspuren im Kofferraum gefunden worden sein müssen – Ich glaube so tapfer wäre das arme Ding nicht gewesen. 😢    #findbecci #rebecca	NOT	NONE	hasoc_de_3205
Sorry, aber dieser D… ist nicht mehr zu ertragen! 😢    Leichenhunde schlugen nicht an, als das Auto untersucht wurde… …Wer spielt denn im Kofferraum? Ohne Leiche kein Leichengeruch, lag Rebecca lebendig im Kofferraum?    https://t.co/xtoA7dRC4r    #findbecci #Rebecca #presse #bild	NOT	NONE	hasoc_de_3206
Damit auch Diejenigen was davon haben, die den #Schwager für den Täter halten.  Wenn er der Täter wäre, wäre sie nicht 40 Minuten vom Haus entfernt, sondern 3 Minuten.    Sucht endlich den richtigen #Tatort, den #Täter und lasst die #Familie in Ruhe. Danke.    #Rebecca #findbecci 😢 https://t.co/Z3s7geOMKA	NOT	NONE	hasoc_de_3207
Damit auch Diejenigen was davon haben, die den #Schwager für den Täter halten.  Wenn er der Täter wäre, wäre sie nicht 40 Minuten vom Haus entfernt, sondern 3 Minuten.    Sucht endlich den richtigen #Tatort, den #Täter und lasst die #Familie in Ruhe. Danke.    #Rebecca #findbecci 😢 https://t.co/HdZgw9PuQd	NOT	NONE	hasoc_de_3208
Weil sie hinter dem falschen Täter gehetzt haben, haben sie Schwarzarbeit aufgedeckt &amp; Leben zerstört. Tolle Leistung.    Hat sich dafür eigentlich schon jemand bei der Polizei, Staatsanwaltschaft &amp; Presse bedankt? Ich tue es mal, &amp; bestimmt auch im Namen #Rebecca. 😢    #findbecci	NOT	NONE	hasoc_de_3209
Ich komme wieder in Teufels Küche, denn für mich entlastendes ist unerwünscht, besonders bei einem bereits von der #Polizei, #Staatsanwaltschaft, #Presse #Verurteilten.    #findbecci #rebecca, den richtigen Tatort &amp; Täter &amp; lasst den #Schwager &amp; auch die Familie in Ruhe. Danke. https://t.co/XEFxJVR14E	NOT	NONE	hasoc_de_3210
Warum fällt das nicht auf?  Fährt Montag 11 hin &amp; Dienstag zwischen 22 &amp; 23 Uhr – obwohl ich davon ausgehe, dass das in Richtung nach Hause ging. Um nachzuschauen in der Dunkelheit, ob man irgendwas sieht? Oder kann das vielleicht mit einem Job als Koch zu tun haben?     #rebecca	NOT	NONE	hasoc_de_3211
Bild wieder – Könnte wieder… 😢    Sucht und findet #Becci.    #rebecca #findbecci    https://t.co/EcWDHPXqqD https://t.co/dJLL4COYNt	NOT	NONE	hasoc_de_3212
@WSeverina Der war wohl nix. Hier gehts um Schwager nicht Schwanger. 😉	NOT	NONE	hasoc_de_3213
Die ganze Nummer hängt mit einer ganz anderen Sache zusammen, die ich aber nicht sagen darf und ich hoffe das sich das jetzt aufklärt. Sagt der Vater von #Becci und appelliert an den #Schwager. 😢    #Rebecca #Findbecci #presse qualitäts- #medien #polizei     https://t.co/brE8kaRBgK	NOT	NONE	hasoc_de_3214
Schwager ist zweimal gefahren um nochmal nachzuschauen oder kommt jetzt raus, dass er eine Affäre hat? Was die Qualitätsmedien verschweigen, siehe Bild oder Link.    Die Fehlerquoten liegen zwischen 93 und 98 Prozent.    https://t.co/8wNDvJCo6c    #Rebecca #Findbecci #presse #polizei https://t.co/DQpXqO2doc	NOT	NONE	hasoc_de_3215
Der #Polizei ist es wichtig das Mädchen zu finden, deshalb in alle Richtungen.  Wer hat am Morgen des 18. Februar verdächtige Personen, Fahrzeuge gesehen oder Schreie gehört auf dem Maurerweg und Umgebung in Berlin Britz.  Bitte dies auch an die Polizei. Danke    #Rebecca #Findbecci	NOT	NONE	hasoc_de_3216
Der Fall #Rebecca,der als der Fall in die Geschichte eingehen wird, der die Qualitätsmedien gerettet hat.   Noch nie wurden so viele #Bild+ &amp; #Welt+-Abos abgeschlossen.   Unverschämt,wie eine Minderheit junger Mädchen sagt. Dem kann ich mich nur anschließen. 😢    #Findbecci #presse	NOT	NONE	hasoc_de_3217
Erstmal Entschuldigung an einige? Twitterer, dass ich auf der falschen Seite stehe. 😢  Florian rede einfach, damit das geklärt ist und in die ANDERE RICHTUNG ermittelt werden kann, damit #Becci endlich lebend gefunden werden kann.    https://t.co/bVlaVtEu5S    #Rebecca #Findbecci	NOT	NONE	hasoc_de_3218
'Mir war einhundertprozentig klar, dass es Rebecca ist'  Zeugin will Rebecca noch am Tag ihres Verschwindens gesehen haben    #rebecca #findbecci #RTL    https://t.co/MuYp5nk2AM	NOT	NONE	hasoc_de_3219
Wie sich die #Hetzer und #Rufmörder wieder drauf stürzen. Fasern von #Decke, #Jacke und #Haare im #Kofferraum gefunden,     Nur hatte der #Schwager zur Tatzeit gar kein Zugriff auf das Auto. und es gibt keine #Spuren IM HAUS.     Gebt den Schwager endlich frei.     #rebecca #findbecci	NOT	NONE	hasoc_de_3220
Übrigens, das arme Ding ist ausgerechnet an dem Tag verschwunden als ihr Schwarm von #BTS Geburtstag hatte. Vielleicht als Lockmittel benutzt?     Geben 'wir' die Hoffnung nicht auf – nie. Danke!    #Findbecci #Rebecca    J-Hope  https://t.co/O1GbhQSLm1	NOT	NONE	hasoc_de_3221
Was für eine #Hetzjagd gegen den #Schwager. Da braucht man gar nicht mehr weiter zu diskutieren, warum die lieber ihn im Knast sehen will, als jemand Anderes. Und das sogar ohne Voreingenommen zu sein. Mein Beileid. 😢  #Rebecca #Findbecci #grüne #linke    https://t.co/luIZlW3Yqs https://t.co/6rHNE70xRJ	NOT	NONE	hasoc_de_3222
Ich halte zwar nicht viel von RTL, den MM-Medien, aber RTL ist mittlerweile besser als alle anderen zusammen. In RTL wird ab und zu die Wahrheit ausgesprochen, während bei den anderen immer nur verseuchenden Lügen verbreitet werden.    https://t.co/I8WNPbTtek     #Rebecca #findbecci	NOT	NONE	hasoc_de_3223
Die Zeitfenster wann die Tat begangen worden sein kann.    Sucht endlich den richtigen Täter und lasst den unschuldigen nicht ganz nüchtern gewesenen und verständlicherweise durcheinanderseienden Schwager und besonders auch die Familie in Ruhe. Danke. 😢  #Rebecca #findbecci https://t.co/JDIKVNuiJj	NOT	NONE	hasoc_de_3224
@WSeverina @polizeiberlin Das Bild hier drüber. Nach oben schauen oder hochscrollen. 😉	NOT	NONE	hasoc_de_3225
#Berlin bei Nacht – #Strom ist nicht mehr alle.  Vielleicht haben durch den #Stromausfall mal Einige gemerkt, was passiert, wenn es nur noch #Windkrafträder gibt und der #Wind mal keine #Lust hat zu #blasen und die #Sonne nicht scheint. 😉     DANKE    #Merkel #Grüne #Linke #AfD	NOT	NONE	hasoc_de_3226
Du, nicht mehr mein #Deutschland    ÜBERRASCHUNG! Arabische Kinder sollen die 11-Jährige in den Tod getrieben haben | Schul-Horror #5  https://t.co/4SYFC2EFe0    Mein Beileid und ruhe in Frieden kleine Ines    #mobbing #suizid #mord #Berlin #Reinickendorf #politik #medien #Ines #Gewalt https://t.co/ejISGfdHWT	NOT	NONE	hasoc_de_3227
Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/WdjMXCiMej 11.11.18 Die heimliche Geschichte: von Angela	NOT	NONE	hasoc_de_3228
Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/64RpufIhDg 'Sie sind ein Deutschland-Feind!' Prof. Meuthen	NOT	NONE	hasoc_de_3229
Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/YOOtg0bVoy 'Wählen wir die Idioten ab!' AFD TRAILER/TV SPOT	HOF	OFFN	hasoc_de_3230
Aufgrund der Insolvenz wird das Gerry Weber Geschäft im Alstertal Einkaufszentrum in #Hamburg Poppenbüttel im November geschlossen  insgesamt 7 Modehäuser gibt es in #Hamburg   #futschi  https://t.co/yXXyfoSz7M	NOT	NONE	hasoc_de_3231
Das Allgemeine Krankenhaus (AKH) in #Celle und #Peine schließt seine Abteilungen Schreibdienste und Archiv und vergibt sie an externe Dienste  18 Mitarbeiter sind davon betroffen  #futschi  https://t.co/6pn9cRuQiK	NOT	NONE	hasoc_de_3232
Ein Großkunde des Autozulieferers iwis aus #Landsberg fordert die Produktion in die Nähe des Autoherstellers zu platzieren  deswegen wird Teil der Produktion von Steuerketten für Verbrenner nach Rumänien verlagert  für 120 Beschäftigte ist der Job #futschi  https://t.co/yRsejgkJXy	NOT	NONE	hasoc_de_3233
Da hängt ein #futschi in der Luft  in Planung steht, sämtliche Zeitungen der Du Mont Gruppe zu verkaufen  Mitarbeiter befürchten, dass beim Wechsel des Besitzers die Print-Ausgabe der Boulevardzeitung MoPo aus Hamburg eingestellt werden könnte  https://t.co/VNKmgFjmov	NOT	NONE	hasoc_de_3234
Durch Überprüfung von Fingerabdrücken u Abgleich mit marokkanischen Behörden bei nach #Schweden illegal eingereisten Marokkanern steht fest:  nur jeder 10. von ihnen ist unter 18 Jahre  bei finden der Identität verpieseln sich die Marokkaner in andere Länder  https://t.co/V0vcorwpYk	NOT	NONE	hasoc_de_3235
#Schweden  Bombenterror in Malmö geht weiter  allein 17 ‼️💣gab es allein dieses Jahr  Nachtclubs, Taxis, Restaurants, Fahrschule, Supermarkt  Türen, Balkone, Treppen in Wohnhäuser  Sicherheit geht anders, ist aber der sozialistischen Regierung komplett egal  https://t.co/zognpeoj6m	NOT	NONE	hasoc_de_3236
Innerhalb 24 Stunden ist nun die 3. 💣in Malmö explodiert  Familien sind vom Knall wach geworden, der den Eingangsbereich ihres Wohnhauses in Rosengård komplett zerstörte  die organisierte Bandenkriminalität hat freie Bahn und läßt es ordentlich krachen  https://t.co/UIljVjoU3M	NOT	NONE	hasoc_de_3237
#Schweden  Die Sicherheitspolizei Säpo hat in den letzten Wochen 6 islamische Extremisten eingebuchtet und fordert die Abschiebung  die beiden darunter befindenden Imame werden nun abgeschoben  https://t.co/KVfNjL143c	NOT	NONE	hasoc_de_3238
Das ist gut und ich hoffe es werden noch mehr. https://t.co/5LwD1Hg4lx	NOT	NONE	hasoc_de_3239
'Bulgare' Dimitri missbraucht seine 8-jährige Tochter seit Jahren, die  Mutter deckte den Missbrauch. Haftbefehl: Fehlanzeige. Schließlich  besteht beim 'Bulgaren' keine Fluchtgefahr - ist doch logisch!  https://t.co/fHujn5UhRH  https://t.co/5RYtECBcha	NOT	NONE	hasoc_de_3240
Ich habe gerade mal die Tweets des Auswärtigen Amtes der letzten Tage durchgeschaut, ob es 1 Tweet zu Hongkong gab - wo bekanntlich  1 Million Menschen gegen das Auslieferungsgesetz  demonstrierten. Fehlanzeige. Aber u.a. einen zu Anne Frank (Maas bewältigt weiter die NS-Zeit).	NOT	NONE	hasoc_de_3241
CO2-Steuer und Stromeinspeisekosten für Euch. Luxus-Tesla für grüne Apparatschiks. #Verbotspartei https://t.co/4XAFMmB77e	NOT	NONE	hasoc_de_3242
#Fürstenberg: Afghane versucht in der Asylunterkunft die Türe zum Zimmer von zwei Syrern in Brand zu setzen - “nach ersten Erkenntnissen ist ein fremdenfeindlicher Hintergrund ursächlich für die Begehung der Tat gewesen”  https://t.co/rqwfzPSRo9	NOT	NONE	hasoc_de_3243
Heidelberg hat Grün gewählt. Die Grünen im Stadtrat möchten, dass Autofahren so teuer wie der Nahverkehr wird. 1. Maßnahme,  Anwohner Parkausweise von jährlich 36 auf 504 Euro zu erhöhen. https://t.co/jhQQQI6Vxt	NOT	NONE	hasoc_de_3244
Die Wissen­schaftler bewiesen, dass Klima­wandel kein Extrem­wetter verursacht – also gingen Poli­tiker zum Angriff über https://t.co/AAEKAShaIJ https://t.co/ZF4ipg8LDu	NOT	NONE	hasoc_de_3245
Das kommt sehr bald auch in D. Und die Muslimbrüderschaften werden sich dann dem Kaetoffelstaat zur Kontrolle des Phänomrns andienen und damit zur staatstragenden Kraft. So geht Taktik. https://t.co/jwB6EXhXrF	NOT	NONE	hasoc_de_3246
Ich hätte gern meine #Meinungsfreiheit zurück. Warum darf man nicht mehr die gesellschaftlichen Entwicklungen hin zum #Islam mit all seinen menschenverachtenden Facetten ansprechen, ohne gesellschaftliche Ächtung und Brandanschläge fürchten zu müssen?     #unsereFreiheit https://t.co/hWlkMC2uqC	NOT	NONE	hasoc_de_3247
Berlin kann nicht nur Flughäfen nicht bauen. Auch mit 'Heizung und Kühlanlagen' für große Immobilien ist die Hauptstadt überfordert. Wie wäre es mit einem Preisschild für die ganze Stadt - und dann einstellen bei Alibaba? https://t.co/6otk0bSXiv.	NOT	NONE	hasoc_de_3248
Die ganze EU ist zu einem Eldorado für Straftäter und Terroristen und Sozialschmarotzern verkommen!   Shit hole-Kontinent https://t.co/UykkcicfNF	HOF	PRFN	hasoc_de_3249
Mutmaßlicher Terror-Helfer in Schleswig-Holstein verhaftet. Der Kosovare soll dem Ermittlungsrichter am Bundesgerichtshof (BGH) vorgeführt werden. Dieser entscheidet, ob er in Untersuchungshaft kommt. #Pinneberg https://t.co/8OnUUNPiVJ	NOT	NONE	hasoc_de_3250
#Mittenwald: Syrer schleust per Auto einen Syrer und drei minderjährige Iraker ein, von denen einer vermutlich an Windpocken erkrankt ist #Einreise  https://t.co/Um5S8YGLll	NOT	NONE	hasoc_de_3251
@FinjaFinte Vermutlich will eine bestimmte Gruppe diese Gegend für sich beanspruchen und die Einheimische dort verdrängen. Besonders in Rosengard wohnen überwiegend Muslime. Anders kann ich mir das nicht vorstellen bei dem Terror der dort herrscht.	HOF	OFFN	hasoc_de_3252
